"","UnitID","sales","inventory","strata"
"127",127,838228.5933,1070001.839,7
"128",128,781526.6256,1101567.166,7
"129",129,782371.0022,1171981.379,7
"130",130,765994.7636,1208154.564,7
"131",131,769486.7991,1223661.525,7
"132",132,752348.9642,1200786.51,7
"133",133,753014.9002,1212724.157,7
"134",134,780306.8502,1171907.472,7
"135",135,766547.9507,1096227.67,7
"136",136,742965.4895,1145115.586,7
"137",137,762038.4865,1156301.824,7
"138",138,720797.0656,1192602.459,7
"139",139,742746.9207,1216254.735,7
"140",140,770370.511,1195944.615,7
"141",141,3206755.995,3519065.798,7
"142",142,4174482.917,4251767.903,7
"143",143,2994191.059,3314640.359,7
"144",144,1486906.862,2816538.323,7
"145",145,2766547.53,3465216.289,7
"146",146,3896940.735,4341052.822,7
"147",147,3492691.562,3440789.31,7
"148",148,682268.9073,1238848.071,7
"149",149,651797.1277,1118985.155,7
"150",150,665300.3389,1266917.175,7
"151",151,655544.7936,1253118.756,7
"152",152,803926.605,1198563.273,7
"153",153,470969.0279,1280845.063,7
"154",154,821797.4087,1188671.513,7
"155",155,499737.8457,1272969.911,7
"156",156,618912.5278,1213326.763,7
"157",157,1328651.462,1605260.513,7
"158",158,1073795.728,1442043.804,7
"159",159,1605851.893,1564136.354,7
"160",160,1251875.137,1715921.864,7
"161",161,904554.7875,1884079.266,7
"162",162,1485793.858,1462900.03,7
"163",163,1580568.956,2184687.777,7
"164",164,1827619.684,2801394.429,7
"165",165,1867824.945,2142094.71,7
"166",166,1461706.934,2375850.761,7
"167",167,2123341.733,2804588.692,7
"168",168,1841315.032,2073978.238,7
"169",169,2252554.232,3620980.176,7
"170",170,1818033.694,3623892.152,7
"171",171,2172820.086,2695834.105,7
"172",172,1176332.066,1828090.841,7
"173",173,1041907.349,1472472.431,7
"174",174,1050671.977,1780995.87,7
"175",175,1114218.756,1814292.946,7
"176",176,565504.6929,1131714.029,7
"177",177,541223.9446,1270775.529,7
"178",178,1107222.641,1672068.139,7
"179",179,1186143.184,1724139.528,7
"180",180,870807.6633,1270018.946,7
"181",181,1339040.443,1718504.294,7
"182",182,1211234.568,1940500.389,7
"183",183,843308.607,727351.0293,6
"184",184,809539.9643,764078.7886,6
"185",185,852745.1923,648828.1127,6
"186",186,850853.3999,1033096.694,7
"187",187,831171.5555,924707.4554,6
"188",188,868190.4118,996924.9413,6
"189",189,793246.6447,840340.5247,6
"190",190,859522.706,595429.76,6
"191",191,847617.2024,1259208.218,7
"192",192,785827.5875,549098.077,6
"193",193,813530.3266,1329741.285,7
"194",194,710548.5765,1320293.801,7
"195",195,692139.5547,1327534.798,7
"196",196,651676.439,1337509.519,7
"197",197,735984.022,1310501.658,7
"198",198,842921.9289,1345670.901,7
"199",199,649256.2694,1316915.279,7
"200",200,744913.8988,1292905.241,7
"201",201,742039.7702,1236988.537,7
"202",202,768316.9128,1243553.583,7
"203",203,756525.8724,1078367.151,7
"204",204,767364.3593,1099286.785,7
"205",205,738224.0955,1126589.549,7
"206",206,750210.5631,1247000.339,7
"207",207,758786.6508,1156153.311,7
"208",208,750048.1251,1266399.781,7
"209",209,724761.6036,1177293.636,7
"210",210,860795.9089,1025401.3,7
"211",211,728006.9267,1156522.355,7
"212",212,808878.5575,1115837.843,7
"213",213,702803.2984,1205281.289,7
"214",214,771148.6929,1150026.988,7
"215",215,756446.6176,1157135.367,7
"216",216,806509.1842,1109005.646,7
"217",217,835295.0433,1079065.637,7
"218",218,3626210.111,12221763.32,7
"219",219,354736.0361,8447769.319,7
"220",220,5262966.59,5715320.163,7
"221",221,1965584.967,10388484.51,7
"222",222,2834443.515,6614850.502,7
"223",223,1288111.381,6789705.192,7
"224",224,2599313.927,6810089.851,7
"225",225,648556.2102,6876325.611,7
"226",226,1951613.006,3217280.861,7
"227",227,1805209.621,1967994.964,7
"228",228,2169821.392,3255676.186,7
"229",229,2089040.668,2789840.326,7
"230",230,829319.9624,948797.263,6
"231",231,828261.6099,883761.4709,6
"232",232,824249.7828,479007.8063,5
"233",233,776650.8797,919466.6116,6
"234",234,806346.071,1276794.261,7
"235",235,782350.9754,1257567.057,7
"236",236,753090.2483,1360928.802,7
"237",237,876987.2125,1020920.118,7
"238",238,795981.1391,816503.1983,6
"239",239,747731.0684,919127.8283,6
"240",240,831082.8241,1215797.299,7
"241",241,859528.351,983715.7938,6
"242",242,815541.2285,1278530.483,7
"243",243,767868.5439,1306584.103,7
"244",244,736497.4334,1389915.376,7
"245",245,754655.186,1260396.301,7
"246",246,761063.0748,1313952.065,7
"247",247,763053.8693,1319953.807,7
"248",248,782164.8845,1306915.129,7
"249",249,720922.4309,1205555.939,7
"250",250,750439.8355,1255099.766,7
"251",251,947693.165,1236053.978,7
"252",252,692002.4289,1109536.468,7
"253",253,781529.615,1098615.612,7
"254",254,837337.0864,1198862.824,7
"255",255,935079.9859,1261099.117,7
"256",256,738342.4478,1046449.725,7
"257",257,811752.2997,1098262.25,7
"258",258,800877.4066,1088705.01,7
"259",259,382906.6149,564314.6157,6
"260",260,412233.4151,488408.398,5
"261",261,413863.1806,658820.0821,6
"262",262,637642.5201,876539.7463,6
"263",263,632146.1321,900118.1379,6
"264",264,231232.6646,566702.2448,6
"265",265,458065.0643,652977.5484,6
"266",266,399902.4579,761221.8653,6
"267",267,463762.9661,585154.0874,6
"268",268,468811.4009,688094.1156,6
"269",269,407001.187,843994.8504,6
"270",270,494762.6427,877704.9928,6
"271",271,393817.8216,747773.4103,6
"272",272,327832.724,800845.3895,6
"273",273,241005.3989,498587.6301,5
"274",274,286141.8836,573726.3288,6
"275",275,500254.2085,624210.1709,6
"276",276,410263.1831,730534.8101,6
"277",277,490985.9826,646786.8958,6
"278",278,178314.6266,596318.4899,6
"279",279,236464.5842,655362.6979,6
"280",280,435322.8221,714916.3269,6
"281",281,601192.2979,527577.6382,6
"282",282,402972.2649,862323.0986,6
"283",283,450602.6786,741727.357,6
"284",284,472246.4273,959427.2631,6
"285",285,499494.5658,903113.014,6
"286",286,830821.0602,830809.0419,6
"287",287,479095.8813,547068.2907,6
"288",288,416357.38,476275.3099,5
"289",289,722660.1624,677831.8866,6
"290",290,412282.0506,782583.7357,6
"291",291,407479.9929,589388.0935,6
"292",292,374287.5267,764118.0401,6
"293",293,658958.0632,576559.4629,6
"294",294,404149.1749,603619.2946,6
"295",295,861043.3796,813429.4684,6
"296",296,609929.7959,666293.0281,6
"297",297,49886.99645,401014.204,5
"298",298,750646.3269,685203.4019,6
"299",299,709127.9096,656894.1814,6
"300",300,632129.3389,692244.5,6
"301",301,705222.4341,694952.4279,6
"302",302,680202.9144,812941.6034,6
"303",303,90371.69707,555087.833,6
"304",304,828419.2914,596239.7846,6
"305",305,750099.35,535150.6003,6
"306",306,1095384.287,896312.7215,6
"307",307,847845.5189,739576.6714,6
"308",308,490646.2465,749480.9922,6
"309",309,107967.2222,554880.2312,6
"310",310,975704.092,846603.9848,6
"311",311,926162.2566,790903.2072,6
"312",312,354788.4381,463621.5606,5
"313",313,398299.9751,680223.3904,6
"314",314,311810.3798,728587.8765,6
"315",315,416936.8473,527078.9654,6
"316",316,331550.3297,594497.0565,6
"317",317,610704.8107,559161.1932,6
"318",318,438244.3869,585235.054,6
"319",319,580907.5493,780011.7446,6
"320",320,513462.3059,674574.8823,6
"321",321,506195.2472,500385.2173,6
"322",322,457441.5398,564100.6769,6
"323",323,272040.5968,680261.8075,6
"324",324,430376.9758,712826.5563,6
"325",325,407072.7727,501189.2581,6
"326",326,277281.5195,633402.5904,6
"327",327,547813.4729,580702.7344,6
"328",328,575765.731,680962.2014,6
"329",329,543134.8631,774137.1423,6
"330",330,573973.1089,493708.7051,5
"331",331,474568.6575,638345.656,6
"332",332,444981.2061,766670.8157,6
"333",333,442237.6382,707252.2937,6
"334",334,532145.6779,830265.3954,6
"335",335,280822.8581,869326.085,6
"336",336,419509.7352,768266.0856,6
"337",337,423714.1585,505228.4814,6
"338",338,616354.6782,545189.0421,6
"339",339,450875.6466,717763.4946,6
"340",340,564389.4356,831874.8838,6
"341",341,332855.7465,724811.0656,6
"342",342,383668.2207,621140.1813,6
"343",343,624738.2381,768749.6867,6
"344",344,690506.005,825011.7741,6
"345",345,395101.2146,684531.7525,6
"346",346,366229.9386,781014.8101,6
"347",347,351561.7489,662070.0131,6
"348",348,625194.5139,709450.3431,6
"349",349,539263.5205,595194.7237,6
"350",350,412481.2312,618612.4966,6
"351",351,328859.4508,517675.0727,6
"352",352,541676.6626,513431.9893,6
"353",353,542264.5914,841485.6812,6
"354",354,750549.1454,795764.9913,6
"355",355,411203.1432,756656.0935,6
"356",356,456181.642,535458.8713,6
"357",357,392179.9342,651786.4872,6
"358",358,586414.046,768596.9948,6
"359",359,250756.2522,502176.9515,6
"360",360,421388.3291,535721.6477,6
"361",361,193775.1967,607677.2876,6
"362",362,591557.3942,657516.9402,6
"363",363,625728.9628,659939.0596,6
"364",364,606520.3602,601292.168,6
"365",365,420334.9296,711846.8398,6
"366",366,552831.8178,688260.4598,6
"367",367,393413.2581,707821.1985,6
"368",368,476732.7586,662501.65,6
"369",369,412168.7443,789666.9247,6
"370",370,558445.8096,833534.7029,6
"371",371,386515.1337,588320.6581,6
"372",372,644160.5056,698819.158,6
"373",373,378168.7994,676417.1627,6
"374",374,402545.9858,548380.1841,6
"375",375,181591.5577,489903.7682,5
"376",376,451937.7023,816363.786,6
"377",377,473855.5801,574908.6319,6
"378",378,634662.2854,761278.9816,6
"379",379,686664.5697,659100.3548,6
"380",380,428461.9696,624478.0214,6
"381",381,499801.5653,605899.2899,6
"382",382,322718.0326,847733.5281,6
"383",383,534926.9727,737430.3281,6
"384",384,591397.977,549384.0474,6
"385",385,376098.3996,887619.3588,6
"386",386,434388.8933,566388.8362,6
"387",387,412407.476,630540.9271,6
"388",388,616569.4365,617977.1859,6
"389",389,714499.907,854053.7292,6
"390",390,946264.1672,734858.4218,6
"391",391,1440883.229,869710.4501,6
"392",392,2107091.392,922551.1332,6
"393",393,1909429.594,868543.0251,6
"394",394,1776770.172,944887.8611,6
"395",395,129370.8554,695655.8372,6
"396",396,2326087.531,1014710.819,7
"397",397,2844553.662,1061915.781,7
"398",398,2077437.017,860599.6995,6
"399",399,2763383.771,968888.7761,6
"400",400,410327.105,776375.4015,6
"401",401,1959056.236,949352.9497,6
"402",402,723664.6117,709142.2803,6
"403",403,1585356.745,874122.8975,6
"404",404,403455.4836,447667.3448,5
"405",405,425842.7312,552157.4686,6
"406",406,417334.9564,730880.7694,6
"407",407,208239.0902,499700.0831,5
"408",408,569192.021,640866.7504,6
"409",409,564349.6856,656066.6337,6
"410",410,593171.1707,524403.5383,6
"411",411,383583.4499,755184.4623,6
"412",412,434123.0403,676999.5637,6
"413",413,373738.0426,530077.2736,6
"414",414,711388.9468,791241.8355,6
"415",415,485957.0793,830793.2733,6
"416",416,302396.3133,581473.8074,6
"417",417,433276.9323,636896.9063,6
"418",418,559943.0562,571758.9374,6
"419",419,1595112.155,876192.3716,6
"420",420,3459116.998,1102726.749,7
"421",421,1779620.303,938607.621,6
"422",422,896806.8961,766035.6278,6
"423",423,1263910.408,819457.4061,6
"424",424,1852484.399,837652.1768,6
"425",425,2511122.767,1027517.668,7
"426",426,2059143.322,961293.7334,6
"427",427,2195857.053,980437.0793,6
"428",428,1230628.729,821256.2309,6
"429",429,1579678.913,886441.8215,6
"430",430,866713.5407,756530.1663,6
"431",431,727827.9157,850651.3855,6
"432",432,1958603.101,900455.6773,6
"433",433,493584.1835,793641.2354,6
"434",434,2578655.87,1056770.105,7
"435",435,492704.7318,773139.8424,6
"436",436,1839227.562,917023.2827,6
"437",437,1173285.05,833575.7606,6
"438",438,1687323.565,870776.9614,6
"439",439,422551.9146,509136.8216,6
"440",440,628899.0624,686844.9475,6
"441",441,508016.6712,400311.7319,5
"442",442,31849.70539,364328.9057,5
"443",443,480904.9522,683769.9362,6
"444",444,353524.7457,448379.7223,5
"445",445,208658.2864,490419.3514,5
"446",446,512034.1304,594879.0537,6
"447",447,414195.7891,555240.8785,6
"448",448,199014.5119,356164.2976,5
"449",449,116080.2999,296185.5397,4
"450",450,334583.3316,436443.1409,5
"451",451,113653.1974,570212.5286,6
"452",452,572758.4677,481567.54,5
"453",453,448325.4847,485424.873,5
"454",454,361590.5673,429341.9043,5
"455",455,234535.4062,394759.7678,5
"456",456,492501.523,436927.5741,5
"457",457,528768.4365,433273.6401,5
"458",458,558654.3174,522088.9761,6
"459",459,361495.7598,465695.7972,5
"460",460,616412.5792,488091.721,5
"461",461,71683.58474,345164.941,5
"462",462,319105.0362,421111.8722,5
"463",463,7042.726407,282902.9955,4
"464",464,55691.71114,257618.4515,4
"465",465,70443.86156,475831.8283,5
"466",466,362099.8869,532002.0051,6
"467",467,622945.9669,568677.9051,6
"468",468,347509.0521,417283.8795,5
"469",469,253895.6005,531590.1797,6
"470",470,499714.2091,427478.2709,5
"471",471,146232.2928,531201.0845,6
"472",472,418274.8075,580418.0029,6
"473",473,352783.4606,663902.3413,6
"474",474,239878.6365,457870.8524,5
"475",475,265421.6569,461668.5099,5
"476",476,650252.4575,728330.9496,6
"477",477,435308.8987,429515.6111,5
"478",478,368292.7355,586253.7152,6
"479",479,294255.29,492534.9065,5
"480",480,373456.3214,438543.6885,5
"481",481,214333.9414,398883.2371,5
"482",482,312087.7507,645964.3171,6
"483",483,582742.9431,515128.018,6
"484",484,663632.1821,560924.9568,6
"485",485,278375.7646,303448.2182,5
"486",486,440430.7477,402283.6431,5
"487",487,170390.4074,413939.8893,5
"488",488,314118.6472,646028.4724,6
"489",489,272378.5121,429677.8607,5
"490",490,355416.1279,545863.9461,6
"491",491,582772.7764,715503.392,6
"492",492,201609.5853,621313.399,6
"493",493,260750.6212,468727.761,5
"494",494,530867.1554,730096.3724,6
"495",495,489854.2641,541066.4033,6
"496",496,343515.411,653946.649,6
"497",497,501353.7339,531298.5509,6
"498",498,153164.7596,513983.2588,6
"499",499,407676.2169,663892.4616,6
"500",500,558937.4291,636219.6909,6
"501",501,516446.6123,565968.1553,6
"502",502,980429.6235,423424.8315,5
"503",503,727825.6231,321135.2634,5
"504",504,407108.6685,362197.6586,5
"505",505,805289.7019,181828.762,4
"506",506,383950.0302,541518.8969,6
"507",507,458690.6086,498219.4574,5
"508",508,606577.5463,485396.7698,5
"509",509,145032.8346,456495.8557,5
"510",510,461211.2613,134765.7524,3
"511",511,802101.5496,368973.9709,5
"512",512,699955.4099,332715.7661,5
"513",513,777059.5606,503981.3158,6
"514",514,1293428.936,522813.6886,6
"515",515,839793.9024,535731.1004,6
"516",516,434797.7574,355245.6595,5
"517",517,106329.3089,301062.9882,5
"518",518,646617.5436,359725.3185,5
"519",519,109579.1273,512931.3196,6
"520",520,684519.9013,592729.9009,6
"521",521,610539.9649,185324.0371,4
"522",522,512744.7585,562314.3573,6
"523",523,333591.3407,612905.119,6
"524",524,300982.8351,298543.9178,4
"525",525,535190.4313,452811.5653,5
"526",526,517475.3082,265470.271,4
"527",527,572616.9365,357037.1361,5
"528",528,1132266.739,354858.8354,5
"529",529,721217.7435,234058.3103,4
"530",530,818673.0501,242526.015,4
"531",531,995764.006,166296.4755,4
"532",532,212889.4843,466176.6881,5
"533",533,452052.8267,561914.6383,6
"534",534,370338.8939,441682.8631,5
"535",535,890316.6526,343791.2892,5
"536",536,548363.1318,145003.8146,3
"537",537,712051.633,516543.2775,6
"538",538,1002155.965,292273.1384,4
"539",539,432935.3191,1041996.575,7
"540",540,371370.063,757528.3151,6
"541",541,513803.8895,792212.4154,6
"542",542,472844.7462,796857.2088,6
"543",543,517752.5449,832064.1608,6
"544",544,519010.9991,942494.1155,6
"545",545,447274.789,684060.3976,6
"546",546,310291.332,424416.9783,5
"547",547,438019.3601,726479.4005,6
"548",548,397022.2101,1072047.663,7
"549",549,371831.3357,724513.1148,6
"550",550,476362.605,625648.7507,6
"551",551,445894.5957,559103.2848,6
"552",552,394186.9299,579493.1669,6
"553",553,526250.1351,772205.3279,6
"554",554,492504.9196,262188.1297,4
"555",555,365306.7085,846114.9002,6
"556",556,441028.3014,376108.6584,5
"557",557,426993.9218,1030449.594,7
"558",558,483655.9275,889555.1192,6
"559",559,395997.1598,278361.2208,4
"560",560,471866.0528,735751.5456,6
"561",561,226862.218,364942.1916,5
"562",562,488671.222,1055077.133,7
"563",563,698374.5972,1237412.745,7
"564",564,259954.7852,772775.8236,6
"565",565,511693.554,535316.2169,6
"566",566,269420.1585,386217.7175,5
"567",567,513516.3005,229058.8951,4
"568",568,581858.5787,72191.96677,2
"569",569,272575.0602,551296.5137,6
"570",570,606827.4775,254789.6699,4
"571",571,254602.1432,347317.2024,5
"572",572,137767.1796,471044.5844,5
"573",573,194963.2414,389609.4364,5
"574",574,289711.7041,177822.1225,4
"575",575,540966.7957,328712.5003,5
"576",576,261586.5296,85036.12851,2
"577",577,109267.6419,210353.3599,4
"578",578,111609.6598,518987.2218,6
"579",579,568432.0342,126574.7489,3
"580",580,343839.3097,191826.7109,4
"581",581,291012.5056,595696.9045,6
"582",582,281033.0722,435372.6894,5
"583",583,420888.9644,92710.37312,2
"584",584,187344.1749,340911.5182,5
"585",585,370796.8353,380842.4806,5
"586",586,337730.2606,337765.6334,5
"587",587,555241.5578,238046.7614,4
"588",588,368975.3767,528299.5545,6
"589",589,481885.9809,502379.4806,6
"590",590,482691.7709,139158.8655,3
"591",591,424917.8471,707308.3695,6
"592",592,367260.1596,707061.988,6
"593",593,548174.2644,323903.8993,5
"594",594,561830.2449,507813.0768,6
"595",595,661212.9877,482417.9518,5
"596",596,463781.797,439588.8589,5
"597",597,352246.3172,813725.6081,6
"598",598,635916.241,242670.8405,4
"599",599,399016.2835,460843.4807,5
"600",600,287992.6912,539985.9152,6
"601",601,422997.0277,541224.4104,6
"602",602,513742.4936,469082.0208,5
"603",603,574557.7474,374137.4283,5
"604",604,357173.884,552329.2025,6
"605",605,321911.5271,553491.0044,6
"606",606,474011.7665,406143.7684,5
"607",607,318757.4965,481920.2922,5
"608",608,524463.7842,218412.1478,4
"609",609,645188.7202,262503.6816,4
"610",610,433704.5746,222446.4093,4
"611",611,488317.1315,546089.4339,6
"612",612,343959.2635,396552.8495,5
"613",613,331109.9214,615505.6893,6
"614",614,392240.8588,355614.7733,5
"615",615,439384.7314,187582.294,4
"616",616,547051.1613,357503.5846,5
"617",617,461406.0467,191151.6443,4
"618",618,748545.7338,578922.9241,6
"619",619,328577.6567,319365.9196,5
"620",620,256065.8913,540829.0776,6
"621",621,573497.1673,232908.1962,4
"622",622,559984.258,568937.4024,6
"623",623,590349.4461,381982.9339,5
"624",624,570457.7087,429124.0791,5
"625",625,302870.9403,47886.06117,1
"626",626,451764.4689,303976.9074,5
"627",627,235310.9291,446167.5806,5
"628",628,450052.5258,421610.7647,5
"629",629,502272.073,278873.2008,4
"630",630,450639.8918,269214.4811,4
"631",631,421227.8961,410106.9913,5
"632",632,512361.9824,332660.6937,5
"633",633,343168.257,204671.2157,4
"634",634,271301.4104,515795.6335,6
"635",635,427059.2965,157642.1451,4
"636",636,188452.8343,141480.2929,3
"637",637,629077.5789,258545.0369,4
"638",638,244222.8841,366068.4477,5
"639",639,133194.2954,293896.3709,4
"640",640,451736.2463,642460.6585,6
"641",641,589949.9633,508015.6012,6
"642",642,300630.2691,289474.8774,4
"643",643,342000.5492,557641.4652,6
"644",644,739067.5298,517986.2596,6
"645",645,419695.1009,204488.464,4
"646",646,543013.6652,283563.3128,4
"647",647,465489.0753,461426.2738,5
"648",648,189012.901,450892.7205,5
"649",649,349459.6612,334074.7025,5
"650",650,91006.72386,238867.5712,4
"651",651,400685.2248,319555.6832,5
"652",652,525911.7704,757382.4705,6
"653",653,151156.9793,109391.432,3
"654",654,241348.0102,538828.0136,6
"655",655,306711.4872,235191.3215,4
"656",656,352220.3163,484631.0375,5
"657",657,357773.5574,516967.228,6
"658",658,187723.1426,188517.2191,4
"659",659,109759.9151,447103.6058,5
"660",660,373943.6237,707906.9371,6
"661",661,499835.604,666586.1042,6
"662",662,433166.6122,422516.6215,5
"663",663,111186.1382,235886.5376,4
"664",664,174838.6871,223595.42,4
"665",665,135671.3849,679956.4078,6
"666",666,157908.719,517452.3807,6
"667",667,182754.743,350208.1199,5
"668",668,263948.8903,355544.6282,5
"669",669,155589.0361,332371.3221,5
"670",670,325448.8228,663818.9502,6
"671",671,452258.8448,828854.0557,6
"672",672,289734.6844,649925.5058,6
"673",673,213519.9767,91576.06556,2
"674",674,269651.894,407052.6126,5
"675",675,37888.99301,112060.2255,3
"676",676,405956.6669,628743.8764,6
"677",677,536083.4118,453055.5497,5
"678",678,494549.433,610146.5768,6
"679",679,111596.8403,459499.386,5
"680",680,320065.1019,335980.5266,5
"681",681,176223.7757,620379.6435,6
"682",682,535596.9733,709817.4815,6
"683",683,642568.3802,685914.6604,6
"684",684,446614.1411,637111.8068,6
"685",685,416287.7928,456383.9922,5
"686",686,365574.1713,635942.075,6
"687",687,391844.65,414699.3989,5
"688",688,221580.2305,354029.3336,5
"689",689,353421.1942,462031.9802,5
"690",690,274433.6008,513833.9425,6
"691",691,255754.4886,481621.5385,5
"692",692,101274.8685,436474.7168,5
"693",693,391863.137,558947.3325,6
"694",694,140459.8557,434921.9928,5
"695",695,20468.33164,506251.2147,6
"696",696,358360.6095,562950.1634,6
"697",697,368495.1148,564657.5962,6
"698",698,403504.3572,594587.0153,6
"699",699,542098.1521,602528.4831,6
"700",700,331099.0915,466451.3403,5
"701",701,150765.0595,267336.4817,4
"702",702,31247.08322,349967.6426,5
"703",703,179214.0311,141529.238,3
"704",704,120895.9298,262292.0843,4
"705",705,13677.7654,323171.5334,5
"706",706,249452.1344,387075.7469,5
"707",707,171748.5338,475206.351,5
"708",708,328469.3299,317866.5332,5
"709",709,132555.5273,237211.1584,4
"710",710,281337.114,395730.7258,5
"711",711,105831.1307,316856.7191,5
"712",712,133859.801,437069.9419,5
"713",713,190803.3584,464335.536,5
"714",714,158364.0023,433280.1479,5
"715",715,161028.4911,416195.7967,5
"716",716,436159.4509,471485.5124,5
"717",717,150319.479,84872.58623,2
"718",718,204190.6997,160277.2522,4
"719",719,95087.58087,167826.1393,4
"720",720,206569.322,276304.4388,4
"721",721,998.5266585,315563.3603,5
"722",722,175486.3491,224652.8842,4
"723",723,155675.1573,440900.1761,5
"724",724,138112.2,388159.7969,5
"725",725,280271.1248,403857.1208,5
"726",726,129995.9866,381653.1572,5
"727",727,231372.9042,519492.6457,6
"728",728,174223.8548,415221.5902,5
"729",729,96787.75185,442961.9981,5
"730",730,182080.1013,80499.54332,2
"731",731,57625.10267,142570.7235,3
"732",732,258512.3194,505328.3733,6
"733",733,53428.19808,189094.6645,4
"734",734,367537.4236,387583.5351,5
"735",735,49489.94033,224113.5439,4
"736",736,192813.2852,286200.3006,4
"737",737,155499.3591,411440.5954,5
"738",738,128368.6687,196983.1714,4
"739",739,303924.7942,207036.8455,4
"740",740,141037.8086,278999.8801,4
