UnitID,sales,inventory
719,95087.58087,167826.1393
720,206569.322,276304.4388
721,998.5266585,315563.3603
722,175486.3491,224652.8842
723,155675.1573,440900.1761
724,138112.2,388159.7969
725,280271.1248,403857.1208
726,129995.9866,381653.1572
727,231372.9042,519492.6457
728,174223.8548,415221.5902
729,96787.75185,442961.9981
730,182080.1013,80499.54332
731,57625.10267,142570.7235
732,258512.3194,505328.3733
733,53428.19808,189094.6645
734,367537.4236,387583.5351
735,49489.94033,224113.5439
736,192813.2852,286200.3006
737,155499.3591,411440.5954
738,128368.6687,196983.1714
739,303924.7942,207036.8455
740,141037.8086,278999.8801
741,40756.40932,290319.8049
742,164370.1571,280783.0747
743,163191.5048,279966.9293
744,236480.7054,56238.75228
745,254675.5275,221686.0971
746,275728.0945,427214.4319
747,272061.7644,463114.6307
748,245554.0482,115475.0371
749,233338.4276,160042.7739
750,236289.4293,15997.38799
751,257950.6682,236339.582
752,281029.9911,298570.6242
753,304233.9881,479154.1086
754,287502.3731,524301.2485
755,300467.1367,369809.7606
756,294058.0324,342286.5934
757,272069.6781,450915.4851
758,266351.6649,353185.3036
759,278175.3817,328954.7668
760,249576.0818,278111.3963
761,276675.3323,224282.5287
762,256054.1406,326014.6044
763,250131.4083,326033.1137
764,249904.4953,294611.538
765,285555.4052,329093.2286
766,303134.4624,368695.3343
767,229909.0886,268179.9685
768,262978.8394,388051.5604
769,287793.9349,277162.4137
770,286606.2317,246483.3935
771,252831.2647,140975.6888
772,247815.0888,245912.2551
773,280547.5516,409835.0549
774,312696.5665,348504.8299
775,300995.2731,359161.9449
776,313617.6135,256708.78
777,316458.5169,286514.4247
778,255492.3469,152477.7164
779,279448.6107,382987.6324
780,260997.8322,309663.2622
781,245346.8829,211724.0513
782,223123.1038,67559.56288
783,283060.557,247964.6993
784,268218.5272,383955.5848
785,118130.2059,356348.9214
786,80163.61647,442407.744
787,84189.05248,266439.2325
788,325871.1333,167211.5405
789,195021.7636,176304.9981
790,164443.3507,334170.0068
791,264509.6082,142090.6425
792,214622.1962,163750.4233
793,78094.30049,108502.9315
794,141598.5633,187528.4655
795,202357.7908,362777.1576
796,96350.97786,448899.6151
797,173361.9259,251104.0786
798,40379.87266,175304.9888
799,257431.4735,184152.4031
800,273781.1482,267409.792
801,141674.89,12197.7996
802,145594.8058,122730.5848
803,86531.61283,60835.31853
804,7932.574023,293139.5052
805,108466.6078,297918.1058
806,164059.9539,288502.4585
807,136378.8618,106956.2964
808,87459.18757,283686.0162
809,188862.0604,248695.5862
810,187369.3307,218986.0442
811,218361.2112,18389.218
812,252958.8267,215303.7997
813,206408.6549,199457.515
814,303112.4166,185055.2628
815,329843.3861,234968.6534
816,108967.767,121232.1094
817,173103.427,363884.8876
818,103142.5042,191676.3915
819,355948.8456,306920.1955
820,228285.0634,323224.2251
821,292263.555,247162.1992
822,135557.6413,150489.0161
823,223862.7236,143032.3639
824,264768.1256,201425.4694
825,165990.6599,57041.33017
826,221071.1245,281395.827
827,250193.8416,242947.7369
828,288192.7817,352160.2039
829,113141.3888,145448.8396
830,294966.9927,348057.9424
831,244503.2149,358959.0751
832,90954.98976,62999.6614
833,98080.24509,45899.17894
834,381421.6862,351518.0477
835,111424.6203,46859.99949
836,291472.1812,398710.9295
837,209487.1399,105957.3764
838,371067.1114,340397.9052
839,289995.5007,173862.0241
840,265264.5546,323702.0116
841,248747.101,209992.5366
842,237707.824,309439.2147
843,104371.2558,104005.773
844,253593.6738,188247.9005
845,239932.7272,213605.1302
846,203406.3219,140407.5565
847,143299.2735,82780.00065
848,285544.8868,323301.8867
849,284309.4949,296244.9391
850,319012.6438,381513.401
851,180208.469,129387.3786
852,225637.3792,123822.6047
853,200912.5941,304792.6288
854,346331.7708,256959.7375
855,225723.4777,116707.2364
856,169886.4941,159869.8955
857,237557.6096,98830.32375
858,314740.1051,189927.2273
859,225953.9223,207433.3617
860,187276.8976,155315.1683
861,305919.1237,347717.7399
862,157652.6702,162569.8486
863,173828.901,145833.0818
864,168105.6414,66104.00392
865,218649.0271,160559.0633
866,109382.3549,28776.56645
867,279151.5886,358972.5196
868,264837.9807,239726.0128
869,262924.7593,277763.6227
870,303909.6742,241896.2672
871,233073.3693,91425.20958
872,264473.2737,121750.0606
873,279847.3896,342043.4779
874,296025.2619,314822.3689
875,272735.2023,362719.0578
876,292340.7565,334882.8708
877,287963.2558,335340.0056
878,247055.4714,299237.1409
879,213490.3825,133511.5893
880,278245.9177,536781.731
881,225018.4401,81229.54079
882,279773.5757,220983.5921
883,250200.5964,284398.7586
884,250804.5307,350470.7029
885,279392.4269,396333.8146
886,257270.3852,324659.0698
887,297914.5778,273748.4715
888,247472.8443,237327.8813
889,313040.2488,300215.841
890,255607.4568,292235.8331
891,287295.6152,385075.8229
892,279181.6767,306723.834
893,270747.2444,282552.6326
894,238318.6383,243851.36
895,275586.2378,247042.3276
896,300732.0483,294820.5569
897,308894.1129,396412.7838
898,311888.1769,249765.6497
899,289865.2073,431844.0077
900,260764.1782,140435.7947
901,268856.8814,108467.6663
902,298525.9348,421605.6922
903,282776.3721,433787.0573
904,220604.6109,46131.46235
905,267697.1257,233722.1003
906,290180.0802,569095.9286
907,292820.734,375595.4074
908,259129.8514,303943.7931
909,280817.7676,377576.4367
910,264618.5912,331067.5537
911,289840.4769,294186.7632
912,285490.4085,257065.4332
913,283878.3135,296821.6406
914,221085.0574,184086.9318
915,272119.1688,388122.5286
916,255594.4918,214296.7024
917,301450.1834,296838.5095
918,221280.2229,201188.9732
919,259043.1773,299045.7013
920,245766.8179,211989.843
921,222378.3652,120365.8209
922,319111.3282,312598.2563
923,315760.5051,454972.334
924,285912.9253,443050.1391
925,237480.7892,240738.5761
926,257583.5703,187521.8141
927,246130.8993,201929.9781
928,324319.6028,326272.8973
929,288516.7909,238465.9533
930,246339.2057,35511.23196
931,244654.4972,150770.6833
932,286407.0256,220703.826
933,260623.147,228000.3763
934,289866.8895,362394.382
935,261503.0225,280020.0232
936,250045.0223,206711.6798
937,258541.5342,171679.1986
938,295282.8554,318490.8004
939,291379.4698,252678.1332
940,271144.1634,298290.1607
941,257543.695,93578.85557
942,262028.6214,245911.6765
943,245481.9463,185895.5338
944,223327.9319,130292.3222
945,313004.6153,311241.998
946,276583.7577,263964.1765
947,297621.7395,230010.8885
948,274895.2447,159709.0966
949,242029.2901,127883.1354
950,552272.599,521854.943
951,312263.7555,393067.9589
952,186853.446,319207.4772
953,360904.6604,424577.1381
954,387186.8471,439731.1549
955,354842.6738,423581.5686
956,300418.584,425301.5621
957,410919.1867,398121.9759
958,243134.2325,334339.157
959,424554.5905,543509.878
960,421467.3701,413430.0465
961,403312.9805,374831.5596
962,467660.6514,430077.0289
963,461627.9207,381408.827
964,244279.8902,253077.6537
965,55687.0388,238959.7017
966,221172.7724,403907.7374
967,529011.5666,411761.7632
968,509691.4267,482298.1184
969,183883.1121,170665.6798
970,482402.1781,555714.1291
971,414381.6607,389960.5993
972,351723.0409,278117.115
973,247753.008,251793.3894
974,522259.6563,517007.3296
975,272631.5707,322395.332
976,499767.5606,552402.6042
977,397904.8446,379803.6896
978,469110.2578,461307.753
979,340882.4722,354912.5099
980,464860.3989,412430.3119
981,295867.5357,380314.1343
982,209009.6714,139569.8243
983,388746.8633,285178.0918
984,177947.8906,138065.4265
985,271656.2797,319192.7924
986,166711.5524,179100.3787
987,355816.3201,307202.1005
988,287534.4338,413672.1718
989,236402.7813,221523.1422
990,501859.6049,444349.1288
991,227499.831,272803.3323
992,251856.4071,348307.333
993,276390.6718,197130.1864
994,214309.1958,343579.9388
995,184657.099,461325.7467
996,306597.9557,400053.8611
997,207861.613,312024.449
998,276293.704,370695.7137
999,249866.4661,374834.9428
1000,459058.2463,276341.6944
1001,199341.7017,480882.0636
1002,182037.0452,290696.4666
1003,126760.4993,381200.4623
1004,265162.3086,262523.6476
1005,224653.7513,422658.4163
1006,214294.0782,248503.5768
1007,362178.4901,395830.4563
1008,111728.5472,380340.241
