UnitID	sales	inventory	strata
131	769486.7991	1223661.525	6
132	752348.9642	1200786.51	6
133	753014.9002	1212724.157	6
134	780306.8502	1171907.472	6
135	766547.9507	1096227.67	6
136	742965.4895	1145115.586	6
137	762038.4865	1156301.824	6
138	720797.0656	1192602.459	6
139	742746.9207	1216254.735	6
140	770370.511	1195944.615	6
141	3206755.995	3519065.798	7
142	4174482.917	4251767.903	7
143	2994191.059	3314640.359	7
144	1486906.862	2816538.323	7
145	2766547.53	3465216.289	7
146	3896940.735	4341052.822	7
147	3492691.562	3440789.31	7
148	682268.9073	1238848.071	6
149	651797.1277	1118985.155	6
150	665300.3389	1266917.175	6
151	655544.7936	1253118.756	6
152	803926.605	1198563.273	6
153	470969.0279	1280845.063	5
154	821797.4087	1188671.513	6
155	499737.8457	1272969.911	5
156	618912.5278	1213326.763	6
157	1328651.462	1605260.513	7
158	1073795.728	1442043.804	7
159	1605851.893	1564136.354	7
160	1251875.137	1715921.864	7
161	904554.7875	1884079.266	6
162	1485793.858	1462900.03	7
163	1580568.956	2184687.777	7
164	1827619.684	2801394.429	7
165	1867824.945	2142094.71	7
166	1461706.934	2375850.761	7
167	2123341.733	2804588.692	7
168	1841315.032	2073978.238	7
169	2252554.232	3620980.176	7
170	1818033.694	3623892.152	7
171	2172820.086	2695834.105	7
172	1176332.066	1828090.841	7
173	1041907.349	1472472.431	7
174	1050671.977	1780995.87	7
175	1114218.756	1814292.946	7
176	565504.6929	1131714.029	6
177	541223.9446	1270775.529	6
178	1107222.641	1672068.139	7
179	1186143.184	1724139.528	7
180	870807.6633	1270018.946	6
181	1339040.443	1718504.294	7
182	1211234.568	1940500.389	7
183	843308.607	727351.0293	6
184	809539.9643	764078.7886	6
185	852745.1923	648828.1127	6
186	850853.3999	1033096.694	6
187	831171.5555	924707.4554	6
188	868190.4118	996924.9413	6
189	793246.6447	840340.5247	6
190	859522.706	595429.76	6
191	847617.2024	1259208.218	6
192	785827.5875	549098.077	6
193	813530.3266	1329741.285	6
194	710548.5765	1320293.801	6
195	692139.5547	1327534.798	6
196	651676.439	1337509.519	6
197	735984.022	1310501.658	6
198	842921.9289	1345670.901	6
199	649256.2694	1316915.279	6
200	744913.8988	1292905.241	6
201	742039.7702	1236988.537	6
202	768316.9128	1243553.583	6
203	756525.8724	1078367.151	6
204	767364.3593	1099286.785	6
205	738224.0955	1126589.549	6
206	750210.5631	1247000.339	6
207	758786.6508	1156153.311	6
208	750048.1251	1266399.781	6
209	724761.6036	1177293.636	6
210	860795.9089	1025401.3	6
211	728006.9267	1156522.355	6
212	808878.5575	1115837.843	6
213	702803.2984	1205281.289	6
214	771148.6929	1150026.988	6
215	756446.6176	1157135.367	6
216	806509.1842	1109005.646	6
217	835295.0433	1079065.637	6
218	3626210.111	12221763.32	7
219	354736.0361	8447769.319	5
220	5262966.59	5715320.163	7
221	1965584.967	10388484.51	7
222	2834443.515	6614850.502	7
223	1288111.381	6789705.192	7
224	2599313.927	6810089.851	7
225	648556.2102	6876325.611	6
226	1951613.006	3217280.861	7
227	1805209.621	1967994.964	7
228	2169821.392	3255676.186	7
229	2089040.668	2789840.326	7
230	829319.9624	948797.263	6
231	828261.6099	883761.4709	6
232	824249.7828	479007.8063	6
233	776650.8797	919466.6116	6
234	806346.071	1276794.261	6
235	782350.9754	1257567.057	6
236	753090.2483	1360928.802	6
237	876987.2125	1020920.118	6
238	795981.1391	816503.1983	6
239	747731.0684	919127.8283	6
240	831082.8241	1215797.299	6
241	859528.351	983715.7938	6
242	815541.2285	1278530.483	6
243	767868.5439	1306584.103	6
244	736497.4334	1389915.376	6
245	754655.186	1260396.301	6
246	761063.0748	1313952.065	6
247	763053.8693	1319953.807	6
248	782164.8845	1306915.129	6
249	720922.4309	1205555.939	6
250	750439.8355	1255099.766	6
251	947693.165	1236053.978	6
252	692002.4289	1109536.468	6
253	781529.615	1098615.612	6
254	837337.0864	1198862.824	6
255	935079.9859	1261099.117	6
256	738342.4478	1046449.725	6
257	811752.2997	1098262.25	6
258	800877.4066	1088705.01	6
259	382906.6149	564314.6157	5
260	412233.4151	488408.398	5
261	413863.1806	658820.0821	5
262	637642.5201	876539.7463	6
263	632146.1321	900118.1379	6
264	231232.6646	566702.2448	4
265	458065.0643	652977.5484	5
266	399902.4579	761221.8653	5
267	463762.9661	585154.0874	5
268	468811.4009	688094.1156	5
269	407001.187	843994.8504	5
270	494762.6427	877704.9928	5
271	393817.8216	747773.4103	5
272	327832.724	800845.3895	5
273	241005.3989	498587.6301	4
274	286141.8836	573726.3288	4
275	500254.2085	624210.1709	6
276	410263.1831	730534.8101	5
277	490985.9826	646786.8958	5
278	178314.6266	596318.4899	4
279	236464.5842	655362.6979	4
280	435322.8221	714916.3269	5
281	601192.2979	527577.6382	6
282	402972.2649	862323.0986	5
283	450602.6786	741727.357	5
284	472246.4273	959427.2631	5
285	499494.5658	903113.014	5
286	830821.0602	830809.0419	6
287	479095.8813	547068.2907	5
288	416357.38	476275.3099	5
289	722660.1624	677831.8866	6
290	412282.0506	782583.7357	5
291	407479.9929	589388.0935	5
292	374287.5267	764118.0401	5
293	658958.0632	576559.4629	6
294	404149.1749	603619.2946	5
295	861043.3796	813429.4684	6
296	609929.7959	666293.0281	6
297	49886.99645	401014.204	1
298	750646.3269	685203.4019	6
299	709127.9096	656894.1814	6
300	632129.3389	692244.5	6
301	705222.4341	694952.4279	6
302	680202.9144	812941.6034	6
303	90371.69707	555087.833	2
304	828419.2914	596239.7846	6
305	750099.35	535150.6003	6
306	1095384.287	896312.7215	7
307	847845.5189	739576.6714	6
308	490646.2465	749480.9922	5
309	107967.2222	554880.2312	3
310	975704.092	846603.9848	6
311	926162.2566	790903.2072	6
312	354788.4381	463621.5606	5
313	398299.9751	680223.3904	5
314	311810.3798	728587.8765	5
315	416936.8473	527078.9654	5
316	331550.3297	594497.0565	5
317	610704.8107	559161.1932	6
318	438244.3869	585235.054	5
319	580907.5493	780011.7446	6
320	513462.3059	674574.8823	6
321	506195.2472	500385.2173	6
322	457441.5398	564100.6769	5
323	272040.5968	680261.8075	4
324	430376.9758	712826.5563	5
325	407072.7727	501189.2581	5
326	277281.5195	633402.5904	4
327	547813.4729	580702.7344	6
328	575765.731	680962.2014	6
329	543134.8631	774137.1423	6
330	573973.1089	493708.7051	6
331	474568.6575	638345.656	5
332	444981.2061	766670.8157	5
333	442237.6382	707252.2937	5
334	532145.6779	830265.3954	6
335	280822.8581	869326.085	4
336	419509.7352	768266.0856	5
337	423714.1585	505228.4814	5
338	616354.6782	545189.0421	6
339	450875.6466	717763.4946	5
340	564389.4356	831874.8838	6
341	332855.7465	724811.0656	5
342	383668.2207	621140.1813	5
343	624738.2381	768749.6867	6
344	690506.005	825011.7741	6
345	395101.2146	684531.7525	5
346	366229.9386	781014.8101	5
347	351561.7489	662070.0131	5
348	625194.5139	709450.3431	6
349	539263.5205	595194.7237	6
350	412481.2312	618612.4966	5
351	328859.4508	517675.0727	5
352	541676.6626	513431.9893	6
353	542264.5914	841485.6812	6
354	750549.1454	795764.9913	6
355	411203.1432	756656.0935	5
356	456181.642	535458.8713	5
357	392179.9342	651786.4872	5
358	586414.046	768596.9948	6
359	250756.2522	502176.9515	4
360	421388.3291	535721.6477	5
361	193775.1967	607677.2876	4
362	591557.3942	657516.9402	6
363	625728.9628	659939.0596	6
364	606520.3602	601292.168	6
365	420334.9296	711846.8398	5
366	552831.8178	688260.4598	6
367	393413.2581	707821.1985	5
368	476732.7586	662501.65	5
369	412168.7443	789666.9247	5
370	558445.8096	833534.7029	6
371	386515.1337	588320.6581	5
372	644160.5056	698819.158	6
373	378168.7994	676417.1627	5
374	402545.9858	548380.1841	5
375	181591.5577	489903.7682	4
376	451937.7023	816363.786	5
377	473855.5801	574908.6319	5
378	634662.2854	761278.9816	6
379	686664.5697	659100.3548	6
380	428461.9696	624478.0214	5
381	499801.5653	605899.2899	5
382	322718.0326	847733.5281	5
383	534926.9727	737430.3281	6
384	591397.977	549384.0474	6
385	376098.3996	887619.3588	5
386	434388.8933	566388.8362	5
387	412407.476	630540.9271	5
388	616569.4365	617977.1859	6
389	714499.907	854053.7292	6
390	946264.1672	734858.4218	6
391	1440883.229	869710.4501	7
392	2107091.392	922551.1332	7
393	1909429.594	868543.0251	7
394	1776770.172	944887.8611	7
395	129370.8554	695655.8372	3
396	2326087.531	1014710.819	7
397	2844553.662	1061915.781	7
398	2077437.017	860599.6995	7
399	2763383.771	968888.7761	7
400	410327.105	776375.4015	5
401	1959056.236	949352.9497	7
402	723664.6117	709142.2803	6
403	1585356.745	874122.8975	7
404	403455.4836	447667.3448	5
405	425842.7312	552157.4686	5
406	417334.9564	730880.7694	5
407	208239.0902	499700.0831	4
408	569192.021	640866.7504	6
409	564349.6856	656066.6337	6
410	593171.1707	524403.5383	6
411	383583.4499	755184.4623	5
412	434123.0403	676999.5637	5
413	373738.0426	530077.2736	5
414	711388.9468	791241.8355	6
415	485957.0793	830793.2733	5
416	302396.3133	581473.8074	5
417	433276.9323	636896.9063	5
418	559943.0562	571758.9374	6
419	1595112.155	876192.3716	7
420	3459116.998	1102726.749	7
421	1779620.303	938607.621	7
422	896806.8961	766035.6278	6
423	1263910.408	819457.4061	7
424	1852484.399	837652.1768	7
425	2511122.767	1027517.668	7
426	2059143.322	961293.7334	7
427	2195857.053	980437.0793	7
428	1230628.729	821256.2309	7
429	1579678.913	886441.8215	7
430	866713.5407	756530.1663	6
431	727827.9157	850651.3855	6
432	1958603.101	900455.6773	7
433	493584.1835	793641.2354	5
434	2578655.87	1056770.105	7
435	492704.7318	773139.8424	5
436	1839227.562	917023.2827	7
437	1173285.05	833575.7606	7
438	1687323.565	870776.9614	7
439	422551.9146	509136.8216	5
440	628899.0624	686844.9475	6
441	508016.6712	400311.7319	6
442	31849.70539	364328.9057	1
443	480904.9522	683769.9362	5
444	353524.7457	448379.7223	5
445	208658.2864	490419.3514	4
446	512034.1304	594879.0537	6
447	414195.7891	555240.8785	5
448	199014.5119	356164.2976	4
449	116080.2999	296185.5397	3
450	334583.3316	436443.1409	5
451	113653.1974	570212.5286	3
452	572758.4677	481567.54	6
453	448325.4847	485424.873	5
454	361590.5673	429341.9043	5
455	234535.4062	394759.7678	4
456	492501.523	436927.5741	5
457	528768.4365	433273.6401	6
458	558654.3174	522088.9761	6
459	361495.7598	465695.7972	5
460	616412.5792	488091.721	6
461	71683.58474	345164.941	2
462	319105.0362	421111.8722	5
463	7042.726407	282902.9955	1
464	55691.71114	257618.4515	2
465	70443.86156	475831.8283	2
466	362099.8869	532002.0051	5
467	622945.9669	568677.9051	6
468	347509.0521	417283.8795	5
469	253895.6005	531590.1797	4
470	499714.2091	427478.2709	5
471	146232.2928	531201.0845	3
472	418274.8075	580418.0029	5
473	352783.4606	663902.3413	5
474	239878.6365	457870.8524	4
475	265421.6569	461668.5099	4
476	650252.4575	728330.9496	6
477	435308.8987	429515.6111	5
478	368292.7355	586253.7152	5
479	294255.29	492534.9065	4
480	373456.3214	438543.6885	5
481	214333.9414	398883.2371	4
482	312087.7507	645964.3171	5
483	582742.9431	515128.018	6
484	663632.1821	560924.9568	6
485	278375.7646	303448.2182	4
486	440430.7477	402283.6431	5
487	170390.4074	413939.8893	4
488	314118.6472	646028.4724	5
489	272378.5121	429677.8607	4
490	355416.1279	545863.9461	5
491	582772.7764	715503.392	6
492	201609.5853	621313.399	4
493	260750.6212	468727.761	4
494	530867.1554	730096.3724	6
495	489854.2641	541066.4033	5
496	343515.411	653946.649	5
497	501353.7339	531298.5509	6
498	153164.7596	513983.2588	4
499	407676.2169	663892.4616	5
500	558937.4291	636219.6909	6
501	516446.6123	565968.1553	6
502	980429.6235	423424.8315	6
503	727825.6231	321135.2634	6
504	407108.6685	362197.6586	5
505	805289.7019	181828.762	6
506	383950.0302	541518.8969	5
507	458690.6086	498219.4574	5
508	606577.5463	485396.7698	6
509	145032.8346	456495.8557	3
510	461211.2613	134765.7524	5
511	802101.5496	368973.9709	6
512	699955.4099	332715.7661	6
513	777059.5606	503981.3158	6
514	1293428.936	522813.6886	7
515	839793.9024	535731.1004	6
516	434797.7574	355245.6595	5
517	106329.3089	301062.9882	3
518	646617.5436	359725.3185	6
519	109579.1273	512931.3196	3
520	684519.9013	592729.9009	6
521	610539.9649	185324.0371	6
522	512744.7585	562314.3573	6
523	333591.3407	612905.119	5
524	300982.8351	298543.9178	5
525	535190.4313	452811.5653	6
526	517475.3082	265470.271	6
527	572616.9365	357037.1361	6
528	1132266.739	354858.8354	7
529	721217.7435	234058.3103	6
530	818673.0501	242526.015	6
531	995764.006	166296.4755	6
532	212889.4843	466176.6881	4
533	452052.8267	561914.6383	5
534	370338.8939	441682.8631	5
535	890316.6526	343791.2892	6
536	548363.1318	145003.8146	6
537	712051.633	516543.2775	6
538	1002155.965	292273.1384	7
539	432935.3191	1041996.575	5
540	371370.063	757528.3151	5
541	513803.8895	792212.4154	6
542	472844.7462	796857.2088	5
543	517752.5449	832064.1608	6
544	519010.9991	942494.1155	6
545	447274.789	684060.3976	5
546	310291.332	424416.9783	5
547	438019.3601	726479.4005	5
548	397022.2101	1072047.663	5
549	371831.3357	724513.1148	5
550	476362.605	625648.7507	5
551	445894.5957	559103.2848	5
552	394186.9299	579493.1669	5
553	526250.1351	772205.3279	6
554	492504.9196	262188.1297	5
555	365306.7085	846114.9002	5
556	441028.3014	376108.6584	5
557	426993.9218	1030449.594	5
558	483655.9275	889555.1192	5
559	395997.1598	278361.2208	5
560	471866.0528	735751.5456	5
561	226862.218	364942.1916	4
562	488671.222	1055077.133	5
563	698374.5972	1237412.745	6
564	259954.7852	772775.8236	4
565	511693.554	535316.2169	6
566	269420.1585	386217.7175	4
567	513516.3005	229058.8951	6
568	581858.5787	72191.96677	6
569	272575.0602	551296.5137	4
570	606827.4775	254789.6699	6
571	254602.1432	347317.2024	4
572	137767.1796	471044.5844	3
573	194963.2414	389609.4364	4
574	289711.7041	177822.1225	4
575	540966.7957	328712.5003	6
576	261586.5296	85036.12851	4
577	109267.6419	210353.3599	3
578	111609.6598	518987.2218	3
579	568432.0342	126574.7489	6
580	343839.3097	191826.7109	5
581	291012.5056	595696.9045	4
582	281033.0722	435372.6894	4
583	420888.9644	92710.37312	5
584	187344.1749	340911.5182	4
585	370796.8353	380842.4806	5
586	337730.2606	337765.6334	5
587	555241.5578	238046.7614	6
588	368975.3767	528299.5545	5
589	481885.9809	502379.4806	5
590	482691.7709	139158.8655	5
591	424917.8471	707308.3695	5
592	367260.1596	707061.988	5
593	548174.2644	323903.8993	6
594	561830.2449	507813.0768	6
595	661212.9877	482417.9518	6
596	463781.797	439588.8589	5
597	352246.3172	813725.6081	5
598	635916.241	242670.8405	6
599	399016.2835	460843.4807	5
600	287992.6912	539985.9152	4
601	422997.0277	541224.4104	5
602	513742.4936	469082.0208	6
603	574557.7474	374137.4283	6
604	357173.884	552329.2025	5
605	321911.5271	553491.0044	5
606	474011.7665	406143.7684	5
607	318757.4965	481920.2922	5
608	524463.7842	218412.1478	6
609	645188.7202	262503.6816	6
610	433704.5746	222446.4093	5
611	488317.1315	546089.4339	5
612	343959.2635	396552.8495	5
613	331109.9214	615505.6893	5
614	392240.8588	355614.7733	5
615	439384.7314	187582.294	5
616	547051.1613	357503.5846	6
617	461406.0467	191151.6443	5
618	748545.7338	578922.9241	6
619	328577.6567	319365.9196	5
620	256065.8913	540829.0776	4
621	573497.1673	232908.1962	6
622	559984.258	568937.4024	6
623	590349.4461	381982.9339	6
624	570457.7087	429124.0791	6
625	302870.9403	47886.06117	5
626	451764.4689	303976.9074	5
627	235310.9291	446167.5806	4
628	450052.5258	421610.7647	5
629	502272.073	278873.2008	6
630	450639.8918	269214.4811	5
631	421227.8961	410106.9913	5
632	512361.9824	332660.6937	6
633	343168.257	204671.2157	5
634	271301.4104	515795.6335	4
635	427059.2965	157642.1451	5
636	188452.8343	141480.2929	4
637	629077.5789	258545.0369	6
638	244222.8841	366068.4477	4
639	133194.2954	293896.3709	3
640	451736.2463	642460.6585	5
641	589949.9633	508015.6012	6
642	300630.2691	289474.8774	5
643	342000.5492	557641.4652	5
644	739067.5298	517986.2596	6
645	419695.1009	204488.464	5
646	543013.6652	283563.3128	6
647	465489.0753	461426.2738	5
648	189012.901	450892.7205	4
649	349459.6612	334074.7025	5
650	91006.72386	238867.5712	2
651	400685.2248	319555.6832	5
652	525911.7704	757382.4705	6
653	151156.9793	109391.432	4
654	241348.0102	538828.0136	4
655	306711.4872	235191.3215	5
656	352220.3163	484631.0375	5
657	357773.5574	516967.228	5
658	187723.1426	188517.2191	4
659	109759.9151	447103.6058	3
660	373943.6237	707906.9371	5
661	499835.604	666586.1042	5
662	433166.6122	422516.6215	5
663	111186.1382	235886.5376	3
664	174838.6871	223595.42	4
665	135671.3849	679956.4078	3
666	157908.719	517452.3807	4
667	182754.743	350208.1199	4
668	263948.8903	355544.6282	4
669	155589.0361	332371.3221	4
670	325448.8228	663818.9502	5
671	452258.8448	828854.0557	5
672	289734.6844	649925.5058	4
673	213519.9767	91576.06556	4
674	269651.894	407052.6126	4
675	37888.99301	112060.2255	1
676	405956.6669	628743.8764	5
677	536083.4118	453055.5497	6
678	494549.433	610146.5768	5
679	111596.8403	459499.386	3
680	320065.1019	335980.5266	5
681	176223.7757	620379.6435	4
682	535596.9733	709817.4815	6
683	642568.3802	685914.6604	6
684	446614.1411	637111.8068	5
685	416287.7928	456383.9922	5
686	365574.1713	635942.075	5
687	391844.65	414699.3989	5
688	221580.2305	354029.3336	4
689	353421.1942	462031.9802	5
690	274433.6008	513833.9425	4
691	255754.4886	481621.5385	4
692	101274.8685	436474.7168	3
693	391863.137	558947.3325	5
694	140459.8557	434921.9928	3
695	20468.33164	506251.2147	1
696	358360.6095	562950.1634	5
697	368495.1148	564657.5962	5
698	403504.3572	594587.0153	5
699	542098.1521	602528.4831	6
700	331099.0915	466451.3403	5
701	150765.0595	267336.4817	4
702	31247.08322	349967.6426	1
703	179214.0311	141529.238	4
704	120895.9298	262292.0843	3
705	13677.7654	323171.5334	1
706	249452.1344	387075.7469	4
707	171748.5338	475206.351	4
708	328469.3299	317866.5332	5
709	132555.5273	237211.1584	3
710	281337.114	395730.7258	4
711	105831.1307	316856.7191	3
712	133859.801	437069.9419	3
713	190803.3584	464335.536	4
714	158364.0023	433280.1479	4
715	161028.4911	416195.7967	4
716	436159.4509	471485.5124	5
717	150319.479	84872.58623	4
718	204190.6997	160277.2522	4
719	95087.58087	167826.1393	2
720	206569.322	276304.4388	4
721	998.5266585	315563.3603	1
722	175486.3491	224652.8842	4
723	155675.1573	440900.1761	4
724	138112.2	388159.7969	3
725	280271.1248	403857.1208	4
726	129995.9866	381653.1572	3
727	231372.9042	519492.6457	4
728	174223.8548	415221.5902	4
729	96787.75185	442961.9981	2
730	182080.1013	80499.54332	4
731	57625.10267	142570.7235	2
732	258512.3194	505328.3733	4
733	53428.19808	189094.6645	2
734	367537.4236	387583.5351	5
735	49489.94033	224113.5439	1
736	192813.2852	286200.3006	4
737	155499.3591	411440.5954	4
738	128368.6687	196983.1714	3
739	303924.7942	207036.8455	5
740	141037.8086	278999.8801	3
741	40756.40932	290319.8049	1
742	164370.1571	280783.0747	4
743	163191.5048	279966.9293	4
744	236480.7054	56238.75228	4
745	254675.5275	221686.0971	4
746	275728.0945	427214.4319	4
747	272061.7644	463114.6307	4
748	245554.0482	115475.0371	4
749	233338.4276	160042.7739	4
750	236289.4293	15997.38799	4
751	257950.6682	236339.582	4
752	281029.9911	298570.6242	4
753	304233.9881	479154.1086	5
754	287502.3731	524301.2485	4
755	300467.1367	369809.7606	5
756	294058.0324	342286.5934	4
757	272069.6781	450915.4851	4
758	266351.6649	353185.3036	4
759	278175.3817	328954.7668	4
760	249576.0818	278111.3963	4
761	276675.3323	224282.5287	4
762	256054.1406	326014.6044	4
763	250131.4083	326033.1137	4
764	249904.4953	294611.538	4
765	285555.4052	329093.2286	4
766	303134.4624	368695.3343	5
767	229909.0886	268179.9685	4
768	262978.8394	388051.5604	4
769	287793.9349	277162.4137	4
770	286606.2317	246483.3935	4
771	252831.2647	140975.6888	4
772	247815.0888	245912.2551	4
773	280547.5516	409835.0549	4
774	312696.5665	348504.8299	5
775	300995.2731	359161.9449	5
776	313617.6135	256708.78	5
777	316458.5169	286514.4247	5
778	255492.3469	152477.7164	4
779	279448.6107	382987.6324	4
780	260997.8322	309663.2622	4
781	245346.8829	211724.0513	4
782	223123.1038	67559.56288	4
783	283060.557	247964.6993	4
784	268218.5272	383955.5848	4
785	118130.2059	356348.9214	3
786	80163.61647	442407.744	2
787	84189.05248	266439.2325	2
788	325871.1333	167211.5405	5
789	195021.7636	176304.9981	4
790	164443.3507	334170.0068	4
791	264509.6082	142090.6425	4
792	214622.1962	163750.4233	4
793	78094.30049	108502.9315	2
794	141598.5633	187528.4655	3
795	202357.7908	362777.1576	4
796	96350.97786	448899.6151	2
797	173361.9259	251104.0786	4
798	40379.87266	175304.9888	1
799	257431.4735	184152.4031	4
800	273781.1482	267409.792	4
801	141674.89	12197.7996	3
802	145594.8058	122730.5848	3
803	86531.61283	60835.31853	2
804	7932.574023	293139.5052	1
805	108466.6078	297918.1058	3
806	164059.9539	288502.4585	4
807	136378.8618	106956.2964	3
808	87459.18757	283686.0162	2
809	188862.0604	248695.5862	4
810	187369.3307	218986.0442	4
811	218361.2112	18389.218	4
812	252958.8267	215303.7997	4
813	206408.6549	199457.515	4
814	303112.4166	185055.2628	5
815	329843.3861	234968.6534	5
816	108967.767	121232.1094	3
817	173103.427	363884.8876	4
818	103142.5042	191676.3915	3
819	355948.8456	306920.1955	5
820	228285.0634	323224.2251	4
821	292263.555	247162.1992	4
822	135557.6413	150489.0161	3
823	223862.7236	143032.3639	4
824	264768.1256	201425.4694	4
825	165990.6599	57041.33017	4
826	221071.1245	281395.827	4
827	250193.8416	242947.7369	4
828	288192.7817	352160.2039	4
829	113141.3888	145448.8396	3
830	294966.9927	348057.9424	4
831	244503.2149	358959.0751	4
832	90954.98976	62999.6614	2
833	98080.24509	45899.17894	2
834	381421.6862	351518.0477	5
835	111424.6203	46859.99949	3
836	291472.1812	398710.9295	4
837	209487.1399	105957.3764	4
838	371067.1114	340397.9052	5
839	289995.5007	173862.0241	4
840	265264.5546	323702.0116	4
841	248747.101	209992.5366	4
842	237707.824	309439.2147	4
843	104371.2558	104005.773	3
844	253593.6738	188247.9005	4
845	239932.7272	213605.1302	4
846	203406.3219	140407.5565	4
847	143299.2735	82780.00065	3
848	285544.8868	323301.8867	4
849	284309.4949	296244.9391	4
850	319012.6438	381513.401	5
851	180208.469	129387.3786	4
852	225637.3792	123822.6047	4
853	200912.5941	304792.6288	4
854	346331.7708	256959.7375	5
855	225723.4777	116707.2364	4
856	169886.4941	159869.8955	4
857	237557.6096	98830.32375	4
858	314740.1051	189927.2273	5
859	225953.9223	207433.3617	4
860	187276.8976	155315.1683	4
861	305919.1237	347717.7399	5
862	157652.6702	162569.8486	4
863	173828.901	145833.0818	4
864	168105.6414	66104.00392	4
865	218649.0271	160559.0633	4
866	109382.3549	28776.56645	3
867	279151.5886	358972.5196	4
868	264837.9807	239726.0128	4
869	262924.7593	277763.6227	4
870	303909.6742	241896.2672	5
871	233073.3693	91425.20958	4
872	264473.2737	121750.0606	4
873	279847.3896	342043.4779	4
874	296025.2619	314822.3689	4
875	272735.2023	362719.0578	4
876	292340.7565	334882.8708	4
877	287963.2558	335340.0056	4
878	247055.4714	299237.1409	4
879	213490.3825	133511.5893	4
880	278245.9177	536781.731	4
881	225018.4401	81229.54079	4
882	279773.5757	220983.5921	4
883	250200.5964	284398.7586	4
884	250804.5307	350470.7029	4
885	279392.4269	396333.8146	4
886	257270.3852	324659.0698	4
887	297914.5778	273748.4715	4
888	247472.8443	237327.8813	4
889	313040.2488	300215.841	5
